epoch,train_kl,valid_kl,lr
1,1.093927367088051,1.25883470212712,0.001
2,1.0232706452250133,1.246430872595884,0.001
3,1.0110254882028429,1.1967640169323448,0.001
4,0.9219907515250559,0.9547174661395385,0.0001951301233713678
5,0.7003879991981795,0.7628446420565008,0.00018099719094030728
6,0.6195832440526423,0.7533679350732482,0.0001589846326031011
7,0.5549040689586551,0.7022617294348498,0.0001312471909403073
8,0.488629201150149,0.6442040565179631,0.00010050000000000002
9,0.4362241368165169,0.7435293041448542,6.975280905969276e-05
10,0.40148740841765446,0.6891605883916432,4.2015367396898945e-05
11,0.3706166376699164,0.6899102556912656,2.000280905969275e-05
12,0.3572461128929961,0.7112328447600736,5.869876628632225e-06
13,0.34172940647376177,0.7085771595730501,1e-06
