epoch,train_kl,valid_kl,lr
1,0.7088600267895249,1.0089128349482277,0.001
2,0.5941868371178046,0.9012143563042269,0.0009941519617826904
3,0.5493292809602817,0.9263568641617894,0.0009767518452401978
4,0.5340548822492415,0.907940573082018,0.0009482280989894746
5,0.5144165176998563,0.8429646575823426,0.0009092830723281
6,0.5021629954154873,0.7961645296654077,0.00086087572106361
7,0.4876035148782833,0.8436587926023352,0.0008041979948389247
8,0.4718923009597634,0.8158320799056027,0.0007406454873762847
9,0.46499651826958255,0.7919426984441134,0.0006717830723281
10,0.45599175374319567,0.809563697890643,0.0005993063708941097
11,0.4433404509265718,0.8868263746542787,0.000525
12,0.43466484768707403,0.7582765097879334,0.00045069362910589043
13,0.42564975712414915,0.8127865061554828,0.0003782169276719
14,0.42009799120884184,0.7980144205905589,0.00030935451262371525
15,0.4106253373103895,0.7472608609033036,0.0002458020051610753
16,0.40647871160956645,0.7944794354247459,0.00018912427893638992
17,0.3985156679602885,0.8295357288378808,0.0001407169276719
18,0.39501525290457523,0.7971750417965706,0.0001017719010105253
19,0.3903816521863321,0.8014586114405114,7.324815475980207e-05
20,0.39052982461142155,0.779227232342057,5.584803821730962e-05
