epoch,train_kl,valid_kl,lr
1,1.226587015233999,1.2825461428433178,0.001
2,1.1461826861773565,1.2306961245077817,0.001
3,1.1242891035691642,1.1822404602472796,0.001
4,1.0004000096383665,0.8526164023952688,0.00019921541278079057
5,0.6596774915912061,0.8448981834764786,0.0001968740245322988
6,0.532448281352096,0.7882750026762166,0.00019301276034588104
7,0.45511104457579965,0.7134381582671627,0.00018769251466436445
8,0.378390868707579,0.7755997951695307,0.0001809971909403073
9,0.33656338474145786,0.8624158305698697,0.00017303237842843048
10,0.28908871448769863,0.7973273127753148,0.00016392368697999466
11,0.25000604202987153,0.8795125061536536,0.00015381476610041016
